Construction year,Covered parking spaces,Outdoor parking spaces,Living area,Living room,Dining room,Kitchen type,Bedrooms,Dressing room,Bathrooms,Toilets,Office,Furnished,TV cable,Surface of the plot,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water & electricity",Garden,Garden orientation,Terrace,price,zipcode,Available as of,Available date,Neighbourhood or locality,Floor,Number of floors,Building condition,Number of frontages,Surroundings type,Living room surface,Kitchen surface,Bedroom 1 surface,Bedroom 2 surface,Basement,Terrace surface,Bedroom 3 surface,Armored door,Office surface,Street frontage width,Shower rooms,Primary energy consumption,Energy class,Unnamed: 47,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Planning permission obtained,Extra information,Virtual visit,Elevator,Accessible for disabled people,Intercom,Swimming pool,Tenement building,Address,Website,Flood zone type,Attic,Width of the lot on the street,Property name,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Bedroom 4 surface,Professional space surface,Garden surface,How many fireplaces?,Basement surface,Attic surface,Bedroom 5 surface,Visio phone,Laundry room,Professional space,As built plan,Heating type,Double glazing,Obligation to build,Terrace orientation,Number of annexes,Secure access / alarm,Jacuzzi,Sauna,External reference,Total ground floor buildable,Isolated,Caretaker,Air conditioning,Internet
12,No,1,Yes,No,No,15,At delivery,No,7,Urban,No,Yes,September 1 2023 - 12:00 AM,Bruxelles Est,2023,2,7,As new,2,1,14,10,3,"€560,000",1000,3,15,USA hyper equipped,10,2,2,1,2,10,No,February 15 2022 - 12:00 AM,2022,132,USA hyper equipped,5,At delivery,Connected,20,As new,2021,5,6,As new,2,1,1,After signing the deed,2,15,As new,2,Urban,88,A+,Not specified,Urban,150,13,1,Urban,,140,2019,1954,2,100,As new,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
2,No,Yes,Yes,No,No,15,At delivery,No,6,2,No,Urban,September 1 2023 - 12:00 AM,Bruxelles Est,2023,2,7,As new,2,1,14,10,3,"€650,000",1040,50,USA hyper equipped,USA hyper equipped,16,12,2,2,No,4,No,November 30 2022 - 12:00 AM,1912,35,114,2,At delivery,Connected,20,As new,2021,5,6,As new,2,1,1,After signing the deed,2,15,As new,2,Urban,88,A+,Not specified,Urban,150,13,1,Urban,,140,2019,1954,2,100,As new,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
2,8,Yes,Yes,No,No,At delivery,December 31 2021 - 12:00 AM,No,5,7,No,2,September 1 2023 - 12:00 AM,Bruxelles Est,2023,2,7,As new,2,1,14,10,3,"€780,000",1150,113,Yes,USA hyper equipped,1,1,2,No,No,4,No,Projets Bruxelles Est,2021,As new,Urban,2,1,Connected,20,As new,2021,5,6,As new,2,1,1,After signing the deed,2,15,As new,2,Urban,88,A+,Not specified,Urban,150,13,1,Urban,,140,2019,1954,2,100,As new,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
46,10,12,2,2021,No,Yes,158,No,As new,2,No,2,September 1 2023 - 12:00 AM,Bruxelles Est,2023,2,7,As new,2,1,14,10,3,"€795,000",1950,,Yes,119,Yes,USA hyper equipped,3,14,2,Yes,No,40,2021,As new,Urban,2,1,Connected,20,2,2021,5,6,As new,2,1,1,After signing the deed,1,15,As new,2,Urban,88,A+,Not specified,Urban,150,13,1,Urban,,140,2019,1954,2,100,As new,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
46,10,12,Yes,2021,Yes,158,40,No,2021,3,No,2,September 1 2023 - 12:00 AM,Bruxelles Est,2023,2,7,As new,2,1,14,10,3,"€795,000",1950,,Yes,119,Yes,USA hyper equipped,3,14,2,No,No,40,After signing the deed,As new,Urban,Brabant Flamand,1,Connected,20,1,2021,5,6,As new,2,1,1,After signing the deed,2,15,As new,2,Urban,88,A+,Not specified,Urban,150,13,1,Urban,,140,2019,1954,1,100,As new,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
1,10,12,Yes,2021,Yes,158,40,No,2021,5,No,As new,September 1 2023 - 12:00 AM,Bruxelles Est,2023,2,7,As new,2,1,14,10,3,"€965,000",1150,Yes,USA hyper equipped,3,2,2,No,18,2,No,No,At delivery,December 31 2021 - 12:00 AM,8,137,Projets Bruxelles Est,3,Connected,20,1,2021,5,6,As new,2,1,1,After signing the deed,2,15,As new,2,Urban,88,A+,Not specified,Urban,150,13,1,Urban,,140,2019,1954,1,100,As new,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
1,After signing the deed,12,Knokke,1970,Yes,6,7,No,Good,1,No,Landscape,September 1 2023 - 12:00 AM,Bruxelles Est,2023,2,7,As new,2,1,14,10,3,"€1,695,000",8300,USA hyper equipped,USA hyper equipped,2,1,2,Yes,Yes,2,No,No,At delivery,December 31 2021 - 12:00 AM,8,125,Projets Bruxelles Est,3,Connected,20,2,2021,5,6,As new,2,1,1,After signing the deed,2,15,As new,2,Urban,88,A+,Not specified,Urban,150,13,1,Urban,,140,2019,1954,1,100,As new,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
22,After signing the deed,14,2,1970,Yes,Yes,Yes,No,As new,1,No,Landscape,September 1 2023 - 12:00 AM,Bruxelles Est,2023,2,7,As new,2,1,14,10,277,"€2,500,000",1050,77,USA hyper equipped,USA hyper equipped,4,22,14,15,3,4,No,111,December 31 2021 - 12:00 AM,Urban,125,Projets Bruxelles Est,3,Connected,20,2,2021,5,6,As new,2,1,1,After signing the deed,2,15,As new,2,Urban,88,A+,Not specified,Urban,150,13,1,Urban,,140,2019,1954,1,100,As new,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
16,After signing the deed,14,6,1970,Yes,No,Connected,No,To renovate,"Living area (residential, urban or rural)",No,28,September 1 2023 - 12:00 AM,Bruxelles Est,2023,2,7,As new,2,1,14,10,277,"€219,000",9140,3,USA hyper equipped,16,4,22,14,1,1,Yes,110,No,18,123,9,9140 Temse - Elversele - Steendorp - Tielrode,Not installed,Connected,20,2,2021,5,6,As new,2,1,1,After signing the deed,2,15,As new,2,Urban,88,A+,Not specified,Urban,150,13,1,Urban,,140,1938,1954,1,100,As new,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
No,Yes,14,West,1970,Yes,No,Connected,No,1992,Good,No,150,September 1 2023 - 12:00 AM,44,2023,2,7,As new,Installed,3,14,10,277,"€345,000",4540,2,USA hyper equipped,16,4,22,2128,Yes,1,Yes,110,No,18,123,1,After signing the deed,Not installed,Connected,20,2,2021,5,6,As new,2,1,1,After signing the deed,2,15,As new,2,Urban,88,A+,Not specified,Urban,2,13,1,Urban,,140,1938,1954,1,100,4,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
3,Yes,1104,Yes,1970,Yes,North West,Yes,No,As new,14 m,No,4,September 1 2023 - 12:00 AM,1,2023,2,7,As new,Installed,1,"Living area (residential, urban or rural)",200,37,Make,4500,Semi equipped,USA hyper equipped,16,4,22,1,No,,1000,110,No,18,123,1,After signing the deed,Not installed,Connected,2,2,2021,5,6,As new,2,1,1,After signing the deed,2,15,As new,2,Urban,88,A+,Not specified,Urban,2,13,1,Urban,,140,1938,1954,1,100,4,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
1029,Yes,1104,Yes,1970,Yes,North West,Yes,No,1965,To be done up,No,4,5,500,2023,2,7,As new,Installed,4,"Living area (residential, urban or rural)",1,No,"€365,000",9600,Semi equipped,USA hyper equipped,16,4,22,1,No,,1000,110,No,18,123,1,After signing the deed,Not installed,Connected,2,2,2021,5,6,As new,2,1,1,After signing the deed,2,15,As new,2,Urban,88,A+,Not specified,Urban,2,Semi equipped,1,Urban,,140,1938,1954,1,100,4,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
15,1965,1104,No,1970,Yes,Yes,200,No,10,457,No,Not installed,5,3,2023,2,7,As new,Installed,4,"Living area (residential, urban or rural)",1,No,"€479,000",1500,15,15,16,4,22,2,3,Yes,1000,110,,Connected,123,1,Yes,Not installed,Connected,2,2,2021,5,6,As new,2,1,1,After signing the deed,2,15,As new,2,Urban,88,A+,Not specified,Urban,2,Semi equipped,1,Urban,,140,1938,1954,1,100,4,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
10,1965,1104,9,1970,Yes,Yes,200,No,10,January 1 2000 - 12:00 AM,No,1900,As new,2,2023,2,7,As new,,144,"Living area (residential, urban or rural)",1,No,"€565,000",1170,3,14,14,4,22,1,1,No,1000,110,,Connected,123,Hyper equipped,Yes,Not installed,Connected,2,After signing the deed,2021,5,6,As new,2,1,1,After signing the deed,58,15,As new,2,Urban,88,A+,Not specified,Urban,1 - Bruxelles Est,Isolated,1,Urban,,140,1938,1954,1,100,4,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
Yes,1965,1104,Yes,1970,Yes,Yes,South West,No,Urban,315,No,Installed,As new,5,2023,2,7,As new,,144,"Living area (residential, urban or rural)",1,No,"€739,000",2000,5,14,14,4,22,Yes,98,,1000,110,Good,6 m,123,5,2,Not installed,Connected,No,After signing the deed,2021,5,6,As new,2,1,1,After signing the deed,58,15,As new,2,Urban,88,A+,Not specified,Urban,1 - Bruxelles Est,Isolated,1,Urban,,140,1938,1954,1,100,4,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
Yes,1965,1104,Yes,1970,Yes,Yes,South West,No,Depending on the tenant,1903,Good,2,As new,Urban,2023,2,7,As new,,Installed,5,5,No,"€739,000",2000,5,14,14,4,22,Yes,98,,1000,110,Good,6 m,6 m,5,2,Not installed,Connected,No,After signing the deed,2021,5,6,As new,2,1,1,After signing the deed,58,15,As new,2,Urban,88,A+,Not specified,Urban,1 - Bruxelles Est,315,1,Urban,,140,1938,1954,1,100,4,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
Yes,1965,1104,Yes,1970,Yes,Yes,South West,No,1972,4,11,4,As new,1,2023,2,7,As new,,9,2,1,No,"€200,000",1090,5,14,14,No,No,No,3,,1000,110,Good,6 m,To be done up,5,2,Not installed,Connected,No,After signing the deed,2021,5,6,As new,2,1,1,After signing the deed,58,15,As new,2,Urban,88,A+,Not specified,Urban,1 - Bruxelles Est,70,1,Urban,,140,1938,1954,1,100,4,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
2,1965,1951,No,1970,Yes,Yes,Yes,No,No,4,11,No,32,1,2023,2,7,As new,,9,2,1,No,"€225,000",1070,5,14,14,1,4,No,Yes,,No,No,Good,6 m,3,9,2,80,Connected,No,After signing the deed,2021,5,6,As new,2,1,1,After signing the deed,Yes,15,As new,2,Urban,88,A+,Not specified,Urban,1 - Bruxelles Est,70,1,Urban,,140,1938,1954,1,100,No,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,No,6,7,32 kg CO₂/m²,1,,,,
No,1965,1951,No,1970,Yes,Yes,Yes,No,No,4,11,No,96,1,2023,2,7,As new,,9,2,1,No,"€350,000",1000,5,14,14,Yes,No,3,Yes,,No,No,Good,6 m,3,9,2,,Connected,No,After signing the deed,2021,5,6,As new,2,1,1,After signing the deed,Yes,10,To be done up,2,1,88,A+,Not specified,Urban,1 - Bruxelles Est,70,1,Urban,,140,1938,1954,1,100,No,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,2,11,3,32 kg CO₂/m²,1,,,,
No,1965,1951,No,1970,No,Yes,No,No,No,4,11,No,2,1,2023,2,7,As new,,9,2,1,No,"€375,000",1000,5,14,14,No,Yes,No,No,,No,Yes,Good,6 m,3,2,2,10,Connected,No,After signing the deed,2021,5,6,As new,2,1,1,After signing the deed,1,10,To be done up,2,1,88,A+,Not specified,Urban,1 - Bruxelles Est,70,1,Urban,,140,1938,1954,1,100,No,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,2,11,3,32 kg CO₂/m²,1,,,,
1,1965,1951,No,1970,No,Yes,Yes,No,No,4,11,No,,1,2023,2,7,As new,,9,2,1,No,"€390,000",1050,2,14,14,Yes,No,Yes,Yes,,No,Yes,Good,6 m,No,2,2,4,Connected,No,After signing the deed,2021,5,6,As new,2,1,1,After signing the deed,Yes,4,5,2,8,88,A+,Not specified,Urban,1 - Bruxelles Est,70,1,Urban,,140,1938,1954,1,100,No,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,Good,85,26,32 kg CO₂/m²,1,,,,
No,1965,1951,No,1970,No,Yes,No,No,No,4,11,No,105,1,2023,2,7,As new,,9,2,1,No,"€395,000",1000,2,14,14,No,Yes,Yes,No,,No,Yes,Good,6 m,No,2,2,,Connected,No,After signing the deed,2021,5,6,As new,2,1,1,After signing the deed,No,6,Good,2,1,88,A+,Not specified,Urban,1 - Bruxelles Est,70,1,Urban,,140,1938,1954,1,100,No,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,2,10,2,32 kg CO₂/m²,1,,,,
17,No,1951,No,1970,No,Yes,No,No,No,4,No,No,,1,2023,2,7,As new,,9,2,1,No,"€197,000",4790,4,14,14,No,Yes,15,13,,10,Yes,No,No,No,2,1170,3,Connected,13,After signing the deed,2021,5,6,As new,2,1,1,After signing the deed,1,Good,10 m,2,24,88,A+,Not specified,Urban,No,70,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
9,No,1951,Yes,1970,No,Yes,Yes,No,Yes,4,No,After signing the deed,1956,8,12,Good,3,Isolated,92,20,2,1,No,"€350,000",1000,8,14,3,13,11,1,1,1,No,Yes,Yes,Yes,No,2,Yes,Bruxelles (19 communes),Connected,13,No,2021,5,6,As new,2,1,1,After signing the deed,1,Good,10 m,2,24,88,A+,Not specified,Urban,No,70,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
18,1,1951,13,1970,No,Yes,Yes,No,Yes,To be defined,No,Zone Centre Province du Luxembourg,1956,8,12,Good,3,Isolated,92,20,2,1,No,"€199,000",6840,84,17,USA installed,2,13,8,1,No,No,Yes,Yes,Yes,April 30 2023 - 12:00 AM,2,Yes,4,Connected,13,No,2021,5,6,As new,2,1,1,After signing the deed,1,1,2,As new,Urban,88,A+,Not specified,Urban,No,70,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
Yes,Yes,1951,13,1970,No,1977,4,No,99,2,No,1,1956,8,12,Good,3,Isolated,92,20,2,1,No,"€365,000",1330,Yes,17,USA installed,2,13,460,Connected,No,After signing the deed,To renovate,1,1,April 30 2023 - 12:00 AM,No,Yes,4,Connected,13,No,2021,5,6,As new,2,1,1,After signing the deed,1,1,2,As new,Urban,88,A+,Not specified,Urban,No,70,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
14,1,1955,1,1970,No,748,Yes,No,1,2,Urban,1,32,Semi equipped,12,Good,3,Isolated,9,20,2,1,3,"€389,000",3500,Yes,17,USA installed,2,13,14,10,1,No,,5,1,April 30 2023 - 12:00 AM,No,Yes,4,Connected,13,No,2021,5,6,As new,2,1,1,After signing the deed,1,1,2,As new,Urban,88,A+,Not specified,Urban,150,70,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
14,13,1955,1,1970,No,697,Yes,No,17 m,1,Urban,Countryside,32,155,12,Good,3,Isolated,9,Yes,2,1,3,"€199,000",3740,Yes,17,USA installed,2,13,4,13,1,Yes,,5,1958,April 30 2023 - 12:00 AM,Semi equipped,To renovate,4,Connected,16,4,2021,5,6,As new,2,1,1,After signing the deed,1,1,2,As new,Urban,88,A+,Not specified,Urban,150,28,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
1,13,1955,1,1970,No,697,Yes,No,2,Good,Urban,Urban,32,65,12,Good,3,Isolated,9,9,2,1,3,"€140,000",3800,Yes,17,USA installed,2,No,3,13,1,Yes,,Cicindriawijk I,1981,2,Semi equipped,1,4,Connected,16,4,2021,5,6,As new,2,1,1,After signing the deed,1,1,2,As new,Urban,88,A+,Not specified,Urban,150,Semi equipped,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
2,1,1955,No,1970,No,,Urban,No,130,23,Urban,Semi equipped,32,65,12,Good,3,Isolated,9,9,2,1,3,"€185,000",3800,Yes,17,USA installed,2,No,15,1,Yes,336,Yes,Cicindriawijk I,1981,2,15,1,4,Connected,11,4,2021,5,6,As new,2,1,1,After signing the deed,1,1,2,As new,Urban,88,A+,Not specified,Urban,150,Semi equipped,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
1,1,1955,No,1970,No,11,1995,No,49,29,Urban,7,32,1,12,Good,3,Isolated,9,No,2,1,3,"€189,000",9040,Yes,17,USA installed,2,No,1,1,No,No,Yes,As new,Urban,USA installed,15,1,4,Connected,11,4,2021,5,6,As new,2,1,1,After signing the deed,1,1,2,As new,Urban,88,A+,Not specified,Urban,150,10,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
1,No,1955,1,1970,No,11,90,No,49,Connected,Urban,Yes,South East,24,12,Good,3,Isolated,9,No,2,1,3,"€299,000",9040,Yes,17,USA installed,2,No,11,1,1,No,No,No,No,USA installed,21,Yes,Yes,Connected,20,,2021,5,6,As new,2,1,1,After signing the deed,1,1,2,As new,Urban,88,A+,Not specified,Urban,150,10,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
1,No,1955,1,1970,No,Yes,No,No,No,No,No,6,South East,24,To renovate,115,26,Semi equipped,3,14,14,10,3,"€261,000",9040,Yes,17,USA installed,2,No,1,1,1,10,No,No,64,USA installed,No,No,Yes,Connected,20,,2021,5,6,As new,2,1,1,After signing the deed,1,1,2,As new,Urban,88,A+,Not specified,Urban,150,13,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
1,No,1955,1,1970,No,Yes,No,No,No,No,No,6,Bruxelles Sud,36,55,B,B,Not specified,Not specified,Non flood zone,14,10,3,"€225,000",1180,Yes,17,USA installed,2,No,1,1,1,10,No,No,64,USA installed,No,No,June 1 2022 - 12:00 AM,Connected,20,,2021,5,6,As new,2,1,1,After signing the deed,1,1,2,As new,Urban,88,A+,Not specified,Urban,150,13,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
1,West,2,1,1970,No,Yes,No,No,No,No,No,6,Bruxelles Sud,36,55,B,B,Not specified,Not specified,Non flood zone,14,10,3,"€265,000",9000,Yes,2,2,1,Yes,No,Yes,6,10,No,No,64,USA installed,October 1 2022 - 12:00 AM,No,June 1 2022 - 12:00 AM,Connected,20,,Good,2,1,"Living area (residential, urban or rural)",76,37,1,After signing the deed,1,1,2,As new,Urban,88,A+,Not specified,Installed,150,13,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
1,West,2,,1970,No,Not specified,Not specified,No,Not specified,Not specified,No,No,Bruxelles Sud,36,55,B,B,Not specified,Not specified,Non flood zone,No,No,3,"€283,678",2870,Yes,2,2,1,Yes,No,Yes,6,Not specified,No,No,64,Yes,October 1 2022 - 12:00 AM,No,June 1 2022 - 12:00 AM,Connected,20,,Good,2,1,"Living area (residential, urban or rural)",76,37,1,After signing the deed,1,1,2,As new,Urban,88,A+,Not specified,Installed,150,13,1,Urban,,140,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
Installed,2,2,22,1970,No,Yes,28,No,Not specified,Not specified,No,No,Bruxelles Sud,36,55,B,B,Not specified,Not specified,Non flood zone,No,No,3,"€299,000",1332,40,2,2,9,3,14,15,2,Yes,No,No,64,Yes,After signing the deed,No,June 1 2022 - 12:00 AM,Connected,8,,1,2,1,Good,8.3 m,2,1,After signing the deed,2,1,2,As new,Urban,88,A+,Not specified,Installed,150,13,1,Urban,,131,No,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
4,2,15,1,1970,60,77,1200,No,To be done up,4,Countryside,26,Bruxelles Sud,36,55,B,B,Not specified,Not specified,Non flood zone,No,No,3,"€325,000",4537,Installed,2,11,9,3,26,16,1,2,No,Not connected,No,215,Yes,950,June 1 2022 - 12:00 AM,4,26,15 m,1,2,1,Good,8.3 m,2,1,After signing the deed,2,1,2,As new,Urban,88,A+,Not specified,Installed,150,13,1,Urban,,131,10,1954,1,100,Connected,4,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
16,2,1,2,1970,60,No,,No,After signing the deed,To renovate,Countryside,2,Bruxelles Sud,197,55,B,B,Not specified,1,Installed,No,No,3,"€350,000",1930,16,2,11,9,3,16,13,1,2,260,Yes,Yes,215,4,West,June 1 2022 - 12:00 AM,4,16,1899,1,2,1,Good,8.3 m,2,1,After signing the deed,2,1,2,As new,Urban,88,A+,Not specified,Installed,150,13,1,Urban,,131,Yes,1954,10,Yes,6 m,2,As new,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
No,2,1,2,1970,60,No,,No,4,4,Countryside,2,Bruxelles Sud,Urban,55,B,B,Not specified,1,Installed,2,1,1,"€359,000",8620,16,2,11,1,3,16,13,1,2,260,Yes,Yes,Just renovated,4,West,June 1 2022 - 12:00 AM,4,16,1899,1,2,1,Good,8.3 m,2,1,After signing the deed,2,1,2,As new,Urban,88,A+,Not specified,Installed,150,65,1,Urban,,131,Yes,1954,10,Yes,6 m,2,1980,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
Hyper equipped,2,1,9,1970,60,10,No,No,Yes,Yes,Countryside,,Bruxelles Sud,Urban,55,B,B,Not specified,1,Installed,2,1,1,"€415,000",1030,26,2,11,18,3,14,9,2,Yes,9,Yes,Yes,Just renovated,130,Yes,June 1 2022 - 12:00 AM,4,12,1899,1,2,1,Good,8.3 m,2,1,After signing the deed,Yes,1,2,As new,Urban,88,A+,Not specified,Installed,150,65,1,Urban,,131,Yes,1954,10,Yes,6 m,2,1980,1,Good,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
4,2,1,2,1970,14,Yes,Yes,No,125,Yes,Les Woluwes,6 m,45,Urban,55,B,B,Not specified,1,Installed,2,1,1,"€725,000",1200,Yes,Installed,12,18,3,18,12,14,3,Yes,No,260,Just renovated,130,Connected,320,August 1 2022 - 12:00 AM,14,40,1,2,1,Good,8.3 m,2,1,After signing the deed,3,1,2,,Urban,88,A+,Not specified,Installed,150,65,1,Urban,,131,Yes,1954,10,Yes,1956,Good,1980,1,After signing the deed,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
Installed,16,16,2,1970,Yes,Yes,50,No,Yes,,1000,South,45,2,55,B,B,Not specified,2,"Living area (residential, urban or rural)",2,1,1,"€745,000",1380,Yes,Installed,1,18,3,21,21,14,2,87,No,Yes,Good,45,1871,320,No,4,40,1,2,1,Good,8.3 m,2,1,After signing the deed,3,1,2,,Urban,88,A+,Not specified,Installed,16 m,65,1,Urban,,131,Yes,1954,360,14,South,40,1980,1,Not connected,2022,Bruxelles (19 communes),91,2,,Urban,Good,3,153,28,32 kg CO₂/m²,1,,,,
11,16,16,1,1970,Yes,Yes,25,No,Yes,,1000,South,2022,1,55,2,B,As new,116,22,2,Installed,1,"€342,175",9770,Yes,Installed,1,11,9,No,21,2,No,West,No,Yes,Good,11,1871,320,No,4,40,1,2,1,Good,8.3 m,2,1,After signing the deed,3,1,2,,Urban,88,A+,Not specified,Installed,16 m,Countryside,1,Urban,,131,Yes,1954,Yes,14,South,40,1980,1,Not connected,2022,Bruxelles (19 communes),91,2,,3,Good,3,153,28,32 kg CO₂/m²,1,,,,
10,16,16,2,1970,Yes,Yes,22,As new,Countryside,133,16,South,Yes,1,55,2,B,As new,116,22,Installed,20,1,"€388,827",9770,Yes,Installed,1,9,10,No,21,2,No,South,2022,2,Good,3,2,320,No,4,40,1,2,1,Good,8.3 m,2,1,After signing the deed,3,1,2,,Urban,88,A+,Not specified,Installed,16 m,Countryside,1,Urban,,131,Yes,1954,Yes,14,South,40,1980,1,Not connected,2022,Bruxelles (19 communes),91,2,,3,Good,3,153,28,32 kg CO₂/m²,1,,,,
12,16,16,2,1970,Yes,Yes,29,As new,Countryside,133,16,South,Yes,1,55,2,B,As new,116,22,Installed,16,1,"€399,126",9770,Yes,Installed,1,10,10,No,21,2,No,South,2022,1,Good,3,2,320,No,4,40,1,2,1,Good,8.3 m,2,1,After signing the deed,3,1,2,,Urban,88,A+,Not specified,Installed,16 m,Countryside,1,Urban,,131,Yes,1954,Yes,14,South,40,1980,1,Not connected,2022,Bruxelles (19 communes),91,2,,3,Good,3,153,28,32 kg CO₂/m²,1,,,,
12,16,16,2,1970,Yes,Yes,29,3,Good,1,105,South,2,1,55,2,B,As new,116,22,No,Yes,1,"€219,500",8790,Yes,Installed,1,10,10,No,21,2,No,South,After signing the deed,1997,Good,3,3,320,No,4,40,1,2,1,Good,8.3 m,2,1,After signing the deed,3,1,2,,Urban,88,A+,Not specified,Installed,16 m,Countryside,1,Urban,,131,Yes,1954,Yes,14,South,40,1980,1,Not connected,2022,Bruxelles (19 communes),91,2,,3,Good,3,153,28,32 kg CO₂/m²,1,,,,
